ID,Text,Pronoun,Pronoun-offset,A,A-offset,A-Coref,B,B-offset,B-Coref,
29,"Within a short time, Genthe joined the art colony in Carmel-by-the-Sea, where he fraternized with the literary elite, including George, Jack, Harry, Ambrose, and Mary .",he,26,Genthe,22,TRUE,George,129,FALSE
30,"With Ince, she played in The Price Mark and Love Letters, both co-starring William .",she,12,Ince,6,TRUE,William,76,FALSE
31,Both Billy and Stroheim's agent Paul claimed that he spoke with a decidedly lower-class Austrian accent .,he,20,Billy,6,FALSE,Paul,33,TRUE
32,"Spencer originated the expression ""survival of the fittest"", which he coined in Principles of Biology after reading Charles's On the Origin of Species .",he,21,Spencer,1,TRUE,Charles,117,FALSE
33,"The term strongly suggests natural selection, yet Spencer saw evolution as extending into realms of sociology and ethics, so he also supported Lamarckism .",he,2,Spencer,51,TRUE,Lamarckism,144,FALSE
34,"Although Spencer lost his Christian faith as a teenager and later rejected any 'anthropomorphic' conception of the Deity, he nonetheless held fast to this conception at an almost sub-conscious level .",he,113,Spencer,10,TRUE,Deity,116,FALSE
35,"Nonetheless, unlike Thomas, whose agnosticism was a militant creed directed at 'the unpardonable sin of faith' , Spencer insisted that he was not concerned to undermine religion in the name of science, but to bring about a reconciliation of the two .",he,6,Thomas,21,FALSE,Spencer,114,TRUE
36,"In 2001, Gray was narrowly defeated by Greg when he stood as the candidate of the Glasgow University Scottish Nationalist Association for the post of Rector of the University of Glasgow .",he,46,Gray,10,TRUE,Greg,40,FALSE
37,"While in Egypt, Lady had an affair with the English poet Wilfrid, during which she wrote a series of love poems, A Woman's Sonnets .",she,80,Lady,17,TRUE,Wilfrid,58,FALSE
38,"Lady did not think as highly of the play as Yeats did, but she defended Synge as a matter of principle .",she,60,Lady,1,TRUE,Yeats,45,FALSE
39,"Other critics find the bowdlerisations in her works more offensive, not only the removal of references to sex and bodily functions, but also the loss of Cuchulain's ""battle frenzy"" ; in other areas she censored less than some of her male contemporaries, such as Standish .",she,199,Cuchulain,154,TRUE,Standish,263,FALSE
40,"While Yeats points out the plot similarities between The Midnight Court and Jonathan's Cadenus and Vanessa, he also expresses a belief that Merriman was mainly inspired by Irish folklore and mythology, particularly the love stories told about the demigods Cuchulain and Diarmuid and the lampooning of Christianity within the, ""old dialogues where Ois n railed at Patrick . """,he,25,Yeats,7,TRUE,Jonathan,77,FALSE
41,"Ciar, however, chose to closely reproduce Merriman's original dactylic meter, which he found very similar to the 6/8 rhythm of Irish jigs, and heavy use of alliteration .",he,85,Ciar,1,TRUE,Merriman,43,FALSE
42,"Zemlinsky then moved to Berlin, where he taught and worked under Otto as a conductor at the Kroll Opera .",he,12,Zemlinsky,1,TRUE,Otto,66,FALSE
43,"Curiel plays a young Dominican orphan named Lil who is a runaway and streetperson before he is adopted into the House of Evangelista, becoming Lil Evangelista .",he,90,Curiel,1,TRUE,Lil,45,FALSE
44,Curiel asked Mock one day in 2018 if she was happy in her current marriage .,she,38,Curiel,1,TRUE,Mock,14,FALSE
45,"Carlotta awakens, Salvago rushes to her side, but with her dying breath she calls for Tamare .",she,29,Carlotta,1,FALSE,Salvago,19,TRUE
46,"Salvago, completely deranged, stumbles over Tamare's body as he makes his way through the stunned crowd .",he,62,Salvago,1,TRUE,Tamare,45,FALSE
47,Schreker's fame and influence were at their peak during the early years of the Weimar Republic when he was the most performed living opera composer after Richard .,he,40,Schreker,1,TRUE,Richard,155,FALSE
48,"A local cigarette salesman named Joseph had passed through the square with two friends shortly before the murder, and he described seeing a fair-haired man of shabby appearance with a woman who may have been Eddowes .",he,61,Joseph,34,TRUE,Eddowes,209,FALSE
49,"DeMott was survived by Margaret, whom he married in 1946, and their four children .",he,39,DeMott,1,FALSE,Margaret,24,TRUE
50,"Following the calamitous death of one of his disciples, Beothacht a death for which Brendan feels personally responsible he leaves his vocation as a founder of monasteries, and takes to the sea once more, a broken man desperately in search of Tir-na-n-Og .",he,12,Beothacht,57,FALSE,Brendan,85,TRUE
51,"Like Brendan, however, Finn will also endure tragedy, including the death of his son, and doubts over whether he was right to leave his wife in search of adventure with his childhood friend .",he,66,Brendan,6,FALSE,Finn,24,TRUE
52,"Christian doctrines include the beliefs that Jesus was conceived by the Holy, was born of a virgin named Mary, performed miracles, founded the Christian Church, died by crucifixion as a sacrifice to achieve atonement for sin, rose from the dead, and ascended into Heaven, from where he will return .",he,30,Jesus,46,TRUE,Holy,73,FALSE
53,"In contrast, Judaism rejects the belief that Jesus was the awaited Messiah, arguing that he did not fulfill Messianic prophecies, and was neither divine nor resurrected .",he,31,Judaism,14,FALSE,Jesus,46,TRUE
54,"The Gospel of Matthew emphasizes that Jesus is the fulfillment of God's will as revealed in the Old Testament, and he is the Lord of the Church .",he,2,Matthew,15,FALSE,Jesus,39,TRUE
55,"Both accounts state that Jesus was born to Joseph and Mary, his betrothed, in Bethlehem, and both support the doctrine of the virgin birth of Jesus, according to which Jesus was miraculously conceived by the Holy Spirit in Mary's womb when she was still a virgin .",she,241,Jesus,26,TRUE,Joseph,44,FALSE
56,"In Luke 1:31 38, Mary learns from the angel Gabriel that she will conceive and bear a child called Jesus through the action of the Holy Spirit .",she,58,Luke,4,FALSE,Mary,18,TRUE
57,"When Mary is due to give birth, she and Joseph travel from Nazareth to Joseph's ancestral home in Bethlehem to register in the census ordered by Caesar .",she,33,Mary,6,TRUE,Joseph,41,FALSE
58,"In John, Mary follows Jesus to his crucifixion, and he expresses concern over her well-being .",he,53,John,4,FALSE,Mary,10,TRUE
59,"Here, John testifies that he saw the Spirit descend on Jesus .",he,27,John,7,TRUE,Jesus,56,FALSE
60,"In this Gospel, John denies that he is Elijah .",he,34,John,17,TRUE,Elijah,40,FALSE
61,"The first takes place north of Judea, in Galilee, where Jesus conducts a successful ministry; and the second shows Jesus rejected and killed when he travels to Jerusalem .",he,2,Jesus,57,TRUE,Jesus,57,FALSE
62,"In Matthew 26:57, Mark 14:53 and Luke 22:54, Jesus is taken to the house of the high priest, Caiaphas, where he is mocked and beaten that night .",he,8,Matthew,4,FALSE,Caiaphas,94,TRUE
63,"In any event, once the doctrine of the virgin birth of Jesus became established, that tradition superseded the earlier tradition that he was descended from David through Joseph .",he,21,Jesus,56,TRUE,David,157,FALSE
64,"Sanders says that Jesus' mission was not about repentance, although he acknowledges that this opinion is unpopular .",he,69,Sanders,1,TRUE,Jesus,19,FALSE
65,"These documents outline the key beliefs held by Christians about Jesus, including his divinity, humanity, and earthly life, and that he is the Christ and the Son of God .",he,2,Christ,49,FALSE,Jesus,66,TRUE
66,The Quran describes the annunciation to Mary by the Holy Spirit that she is to give birth to Jesus while remaining a virgin .,she,70,Mary,41,TRUE,Jesus,94,FALSE
67,The Quran states that God breathed his spirit into Mary while she was chaste .,she,63,God,23,FALSE,Mary,52,TRUE
68,"Jesus is called a ""spirit from God"" because he was born through the action of the Spirit, but that belief does not imply his pre-existence .",he,45,Jesus,1,TRUE,God,32,FALSE
69,"According to the Quran, Jesus was not killed but was merely made to appear that way to unbelievers, and he was physically raised into the heavens by God .",he,15,Jesus,25,TRUE,God,150,FALSE
70,"The cantina's owner, Tulio, tells Sayago that the young man is Pedro, the youngest son of the man he killed .",he,2,Tulio,22,FALSE,Pedro,64,TRUE
71,"In an effort to avoid a new tragedy, Marianna talks to Sonia, Pedro's girlfriend, as she believes that Sonia's destiny is going to repeat her own .",she,86,Marianna,38,TRUE,Sonia,56,FALSE
72,The mayor orders the Moscote brothers to leave the town and Pedro assures Juan that he would fix the situation with his brother .,he,2,Pedro,61,FALSE,Juan,75,TRUE
73,"Juan says farewell to his dearest friend, Casildo, who has been bedridden since he was kicked by a horse long time ago .",he,81,Juan,1,FALSE,Casildo,43,TRUE
74,"Klug was born in elva, Lithuania to Jewish parents Lazar, a cattleman, and Bella, with whom he moved to South Africa at the age of two .",he,93,Klug,1,FALSE,Bella,76,TRUE
75,"A third novel, A History of Facelifting, draws on his experience of the Marches, the border country in Herefordshire and mid-Wales, which Fallowell discovered in 1972 when he first visited Hay-on-Wye at the invitation of Richard .",he,70,Fallowell,139,TRUE,Richard,222,FALSE
76,"Shortly after the team published its first results in 1940, Fleming telephoned Howard, Chain's head of department, to say that he would be visiting within the next few days .",he,16,Fleming,61,FALSE,Howard,80,TRUE
77,"When Chain heard that Fleming was coming, he remarked ""Good God!",he,2,Chain,6,FALSE,Fleming,23,TRUE
78,"Fleming was modest about his part in the development of penicillin, describing his fame as the ""Fleming Myth"" and he praised Florey and Chain for transforming the laboratory curiosity into a practical drug .",he,39,Fleming,1,TRUE,Florey,126,FALSE
79,"Along with Edward he was also involved in theorising the beta-lactam structure of penicillin in 1942, which was confirmed by X-ray crystallography done by Dorothy in 1945 .",he,19,Edward,12,TRUE,Dorothy,156,FALSE
80,"Around the time of Duse's retirement, she met and became involved in an affair with Italian feminist Lina, a former lover of writer Sibilla .",she,39,Duse,20,TRUE,Lina,102,FALSE
81,"Influenced by Jos y Gasset's critique of democracy, however, he became a nationalist in the vein of Miguel .",he,62,Jos y Gasset,15,TRUE,Miguel,101,FALSE
82,"Tymieniecka and Wojtyla, later Pope II, began a friendship in 1973 while he was the archbishop of Krak w .",he,74,Tymieniecka,1,FALSE,Pope II,32,TRUE
83,"After the war, Vonnegut married Jane, with whom he had three children .",he,8,Vonnegut,16,FALSE,Jane,33,TRUE
84,"With Jill, he adopted a daughter, Lily, when the baby was three days old .",he,12,Jill,6,TRUE,Lily,35,FALSE
85,"Kevorkian, Vonnegut goes to heaven after he is euthanized by Dr .",he,29,Kevorkian,1,FALSE,Vonnegut,12,TRUE
86,Vonnegut commented that Robert's stories were emblems of thoughtfully put together works that he tried to mimic in his own compositions .,he,80,Vonnegut,1,TRUE,Robert,25,FALSE
87,"At that publisher, Gottlieb's most notable discovery, which he edited, was Catch-22, by the then-unknown Joseph .",he,15,Gottlieb,20,TRUE,Joseph,106,FALSE
88,"A Certain Style, Gottlieb's lavishly illustrated book about the plastic handbags of which he was a major collector, was published by Alfred .",he,62,Gottlieb,18,TRUE,Alfred,134,FALSE
89,"On July 27, 2005, former Miami city commissioner Arthur walked into the main lobby of the Herald's headquarters and phoned Herald columnist Jim to say that he had a package for DeFede .",he,70,Arthur,50,FALSE,Jim,141,TRUE
90,"MacDiarmid's first wife, Marian, who he had married in 1954, died in 1990 .",he,38,MacDiarmid,1,FALSE,Marian,26,TRUE
91,"During the next 10 years, Li acted as editor to several important publishing firms and periodicals, as well as composing the works which he is best known for The Family , The Love Trilogy Fog , Rain and Lightning , the novellas Autumn in Spring and A Dream of the Sea, the short story collection Mengya and prose writings in Fuchou and Shen, Gui, Ren .",he,9,Li,27,TRUE,Shen,337,FALSE
92,"Although Kao succeeded Karbowiak as manager of optical communications research, he immediately decided to abandon Karbowiak's plan and overall change research direction with his colleague George .",he,81,Kao,10,TRUE,Karbowiak,24,FALSE
93,"By successfully escaping the oracular trap and setting the universe on a new path, Paul has been rendered completely blind, yet he is able to kill Scytale with an accurately aimed dagger due to a vision from his son's perspective .",he,27,Paul,84,TRUE,Scytale,148,FALSE
94,"Paul leaves Alia, now romantically involved with Duncan, as regent for the twins, whom he has named Leto and Ghanima .",he,73,Paul,1,FALSE,Duncan,50,TRUE
95,Isaac believed that Heinlein made a swing to the right politically at the same time he married Ginny .,he,47,Isaac,1,FALSE,Heinlein,21,TRUE
96,"Isaac said that, from the time of his first story, the science fiction world accepted that Heinlein was the best science fiction writer in existence, adding that he would hold this title through his lifetime .",he,24,Isaac,1,FALSE,Heinlein,92,TRUE
97,Heinlein stated that he was influenced by James in taking this new literary direction .,he,22,Heinlein,1,TRUE,James,43,FALSE
98,"Though Heinlein was neither a member nor a promoter of the Church, there was a frequent exchange of correspondence between Zell and Heinlein, and he was a paid subscriber to their magazine, Green Egg .",he,25,Heinlein,8,TRUE,Zell,124,FALSE
99,"After Briggs left the Sunday strip in 1948, he was succeeded by former comic book artist Mac, who drew the strip until his death in 1967 .",he,20,Briggs,7,TRUE,Mac,90,FALSE
100,"Historian of science fiction art Jane asserted that because of his work on Flash, ""Raymond is one of the most famous science fiction artists of all time, although he never contributed an illustration to any science fiction magazine or book"" .",he,103,Jane,34,FALSE,Raymond,84,TRUE
101,"Comic book artist Jerry has said ""What made Flash a classic strip was Raymond's artistry and the rich imagination he brought to his conceptions of the future"" and described the final years of Raymond's tenure on the strip as being characterized by ""sleek, brilliantly polished brush work . """,he,95,Jerry,19,TRUE,Raymond,71,FALSE
102,"However, Lucas was unable to acquire the rights from De, so he decided to create Star Wars instead .",he,39,Lucas,10,TRUE,De,54,FALSE
103,De also discussed hiring Sergio to helm the Flash Gordon film; Leone declined because he believed the script was not faithful to the original Raymond comic strips .,he,36,De,1,FALSE,Leone,64,TRUE
104,"Though Mongo is not a threat to Earth in this series, Ming had every intention of conquering Earth once he coerced Dr .",he,105,Mongo,8,FALSE,Ming,55,TRUE
105,"Pohl stopped being Asimov's agent the only one the latter ever had when he became editor from 1939 to 1943 of two pulp magazines, Astonishing Stories and Super Science Stories .",he,36,Pohl,1,FALSE,Asimov,20,TRUE
106,"When Gold's health worsened, Pohl took over as editor, starting officially at the end of 1961, though he had been doing the majority of the production work for some time .",he,2,Gold,6,FALSE,Pohl,30,TRUE
107,"Sprague commented that Gold ""sets an extremely high standard of literary excellence for his writers"", and observed that he often demanded multiple revisions and rewrites .",he,121,Sprague,1,TRUE,Gold,24,FALSE
108,"Pohl never succeeded in winning a Hugo as editor of Galaxy, although he won the award three consecutive times from 1966 to 1968 as editor of If, Galaxy's sister magazine, and in theory the junior of the two publications .",he,70,Pohl,1,TRUE,Hugo,35,FALSE
109,"Jakobsson did not manage to give Galaxy a new and distinctive character: ""Sunpot"" lasted only four issues, Sturgeon's reviews were undistinguished, and many of the new authors he published have been, in the words of Mike, ""mercifully unknown ever since"" .",he,144,Jakobsson,1,FALSE,Sturgeon,108,TRUE
110,"Because of Gold's poor health, Pohl was acting as editor for some time before he officially took over the role at the end of 1961 .",he,24,Gold,12,FALSE,Pohl,32,TRUE
111,"With Otto, he co-wrote the story upon which the science fiction movie Fantastic Voyage , television series, and novel by Isaac were based .",he,12,Otto,6,TRUE,Isaac,122,FALSE
112,"Hilary, reviewing The Disinheriting Party, wrote, Clute's comic timing is always right, and like a good racehorse he keeps his wind to the end .",he,20,Hilary,1,TRUE,Clute,51,FALSE
113,"Witt's discovery by Lynch led to his casting of the ""flame-haired"" child in the movie Dune , as Paul's sister Alia; she turned 8 during filming .",she,117,Witt,1,FALSE,Lynch,21,TRUE
114,"Witt appeared as the character Elaine in Cowgirls n' Angels , and in 2013 co-starred in the independent film Cold Turkey opposite Peter and Cheryl; there, she additionally performed an original musical piece over the end credits .",she,156,Witt,1,FALSE,Elaine,32,TRUE
115,"In Children of Dune, Alia falls victim to this prediction when she shares control of her body with the ego-memory of the Baron, and eventually falls under his power .",she,64,Alia,22,TRUE,Baron,122,FALSE
116,Khrone is successful when he imprisons the Baron in a sensory deprivation tank for a prolonged period; the Baron's memories of his former life return .,he,23,Khrone,1,TRUE,Baron,44,FALSE
117,"Emmet suggests that ""what makes the Baron truly monstrous the fact that he spends all of his time plotting murder, sowing discord, and destroying populations of people to get his way"" .",he,34,Emmet,1,TRUE,Baron,37,FALSE
118,"Hughes goes on to say that Herbert ""successfully made so vampirically vile that he casts a shadow over the entire series . """,he,4,Hughes,1,FALSE,Herbert,28,TRUE
119,Leto also reveals that he has repeatedly used his Duncan gholas in his breeding program to genetically improve the Atreides line .,he,24,Leto,1,TRUE,Duncan,51,FALSE
120,"The current Duncan is intended to mate with Siona, the end product of Leto's breeding program: she is invisible to prescient sight .",she,96,Duncan,13,TRUE,Siona,45,FALSE
121,"Duncan is extremely reluctant and protests, saying that he is not Leto's stud .",he,57,Duncan,1,TRUE,Leto,67,FALSE
122,"In the trilogy's second installment Dune: House, Duncan undergoes the immense rigors needed to be a Swordmaster; he is promoted to the title, alongside a Grumman friend named Hiih, and helps defeat a mob of insurgent students .",he,5,House,43,FALSE,Duncan,50,TRUE
123,"Hwi shares her knowledge of the environment in which she was brought up with Anteac, who has been conscripted by Leto to lead a Fish Speaker assault on Ix, to wrest the secret of Hwi's origins .",she,54,Hwi,1,TRUE,Anteac,78,FALSE
124,"Leto relates how he and his sister Ghanima were able to escape the disaster of Abomination, and also makes one of the earliest references to his secret journals, later found at Dar-es-Balat .",he,18,Leto,1,TRUE,Ghanima,36,FALSE
125,"When Murbella's forces retake Buzzell in Hunters of Dune , Murbella shares minds with Corysta, learning all she can about the situation on Buzzell but also experiencing Corysta's past .",she,109,Murbella,6,TRUE,Buzzell,31,FALSE
126,"Odrade sees an opportunity; she orders Dortujla to return to Buzzell and make contact with the Matres, brokering a meeting between Odrade and the Honored Matre leader on Junction the old Spacing Guild complex above Gammu which the Matres control .",she,29,Odrade,1,TRUE,Dortujla,40,FALSE
127,"Dortujla is tortured by the Honored Matres and forced to watch her party be murdered and fed to captive Futars; however, she witnesses a Futar using its immobilizing scream against the Matres .",she,122,Dortujla,1,TRUE,Futars,105,FALSE
128,"Janess is obsessed with learning more about her father Duncan, and she often quotes his philosophical works .",she,68,Janess,1,TRUE,Duncan,56,FALSE
129,"Rinya always has to be first for everything, and she demands to be allowed to undergo the spice agony, wanting to become a Reverend Mother at the age of 14, just like Sheeana had done .",she,50,Rinya,1,TRUE,Mother,133,FALSE
130,"Janess is obsessed with learning more about her father Duncan, and she often quotes his philosophical works .",she,68,Janess,1,TRUE,Duncan,56,FALSE
131,"Rinya always has to be first for everything, and she demands to be allowed to undergo the spice agony, wanting to become a Reverend Mother at the age of 14, just like Sheeana had done .",she,50,Rinya,1,TRUE,Mother,133,FALSE
132,"By the time Lucilla arrives to teach Idaho and bind his loyalty to the Sisterhood with sexual imprinting, he has already been tarnished by Schwangyu and nurses hate for the Bene Gesserit, hoping to escape their control of his life .",he,5,Lucilla,13,TRUE,Schwangyu,140,FALSE
133,"Despite Schwangyu's efforts to seduce Lucilla to her side, Idaho blossoms under the training of Lucilla , and Schwangyu begins to realize that she has much underestimated Lucilla .",she,144,Schwangyu,9,TRUE,Lucilla,39,FALSE
134,"However, after interaction with Suipol, Odrade realizes that she is much more capable than anticipated and judges her ready to undertake the spice agony and become a full Reverend Mother .",she,62,Suipol,33,FALSE,Odrade,41,TRUE
135,"Amrapali , nagarvadhu-courtesan of Vaishali, following the Buddha's teachings she became an arahant .",she,79,Amrapali,1,TRUE,Buddha,60,FALSE
136,"ISBN 0-7432-4678-0 Odette from Marcel's In Search of Lost Time is a courtesan of the French Belle Epoque, she gains a notorious reputation from cavorting with aristocrats, artists and bourgeois, of both sexes .",she,107,Odette,20,TRUE,Marcel,32,FALSE
137,"Villeneuve is married to Tanya, a journalist, and he has three children from a previous relationship .",he,51,Villeneuve,1,FALSE,Tanya,26,TRUE
138,"As Paul makes his final bid to usurp the Padishah's power, he is challenged by Feyd, the current Harkonnen leader after the deaths of the Baron and Rabban .",he,39,Paul,4,TRUE,Padishah,42,FALSE
139,"Once his memories are restored, Paul recalls that after his ascension to the Imperial throne he ""had not been able to escape political struggles, assassination attempts, the exiled Emperor Shaddam's bid for power and the pretender daughter of Feyd-Rautha and Lady .",he,75,Paul,33,TRUE,Shaddam,190,FALSE
140,"Rubinstein envisioned the complex material adapted in a miniseries format, as he had done previously with Stephen's The Stand and The Langoliers .",he,24,Rubinstein,1,TRUE,Stephen,107,FALSE
141,"Observing that Sarandon and Krige were ""clearly relishing their roles"", Fries added that ""Sarandon makes a formidable enemy, while Krige, traditionally cast as the villain, proves she can work both sides of the moral fence . """,she,181,Sarandon,16,FALSE,Krige,29,TRUE
142,"Rubinstein envisioned the complex material adapted in a miniseries format, as he had done previously with Stephen's The Stand and The Langoliers .",he,24,Rubinstein,1,TRUE,Stephen,107,FALSE
143,"Harrison felt the need to expand Irulan's role because she played such an important part in later books, and epigraphs from her later writings opened each chapter of Dune .",she,56,Harrison,1,TRUE,Irulan,34,FALSE
144,"McNelly invents an extensive, alternate biography for Mohiam, including the first suggestion that she is Lady Jessica's mother .",she,99,McNelly,1,FALSE,Mohiam,55,TRUE
145,Mohiam is further alarmed as she witnesses the ritual battle-to-the-death between Paul and Feyd-Rautha .,she,30,Mohiam,1,TRUE,Paul,83,FALSE
146,Phillips said that she and Lynch both independently came up with the idea for her character's distinctive bald appearance .,she,20,Phillips,1,TRUE,Lynch,28,FALSE
147,"Orphaned at the age of four, Maderna was adopted by a wealthy woman from Verona, Irma, who saw that he received a solid musical education .",he,14,Maderna,30,FALSE,Irma,82,TRUE
148,"This method, when applied to the successional order of sections, is often described as ""mobile form"", a technique innovated by the composer Earle and inspired by the mobile sculptures of Alexander, to whom Brown and Cage introduced Boulez when he was visiting New York in 1952 .",he,15,Earle,141,FALSE,Boulez,233,TRUE
149,"In his subsequent works Boulez relinquished electronics, although Griffiths suggests that in sur Incises the choice of like but distinct instruments, widely spread across the platform, allowed Boulez to create effects of harmonic, timbral and spatial echo for which he had previously needed electronic means .",he,41,Boulez,25,TRUE,Griffiths,67,FALSE
150,"Boulez later turned to the German playwright Heiner ller, who was working on a reduction of Aeschylus's Oresteia when he died in 1995, again without leaving anything usable .",he,25,Boulez,1,FALSE,Heiner ller,46,TRUE
151,"In a 1996 interview Boulez said that he was thinking of Edward's The War Plays or Lear, ""but only thinking"" .",he,38,Boulez,21,TRUE,Edward,57,FALSE
152,"Jonathan points out that, over the decades, Boulez's writings addressed very different readerships: in the 1950s the cultured Parisian attendees of the Domaine musical; in the 1960s the specialised avant-garde composers and performers of the Darmstadt and Basel courses; and, between 1976 and 1995, the highly literate but non-specialist audience of the lectures he gave as Professor of the Coll ge de France .",he,33,Jonathan,1,TRUE,Boulez,45,FALSE
153,"Jonquil's death in 1969 precipitated Leiber's permanent relocation to San Francisco and exacerbated his longstanding alcoholism after twelve years of fellowship in Alcoholics Anonymous; however, he would gradually regain relative sobriety over the next two decades .",he,196,Jonquil,1,FALSE,Leiber,38,TRUE
154,"In 1992, the last year of his life, Leiber married his second wife, Margo, a journalist and poet with whom he had been friends for many years .",he,11,Leiber,37,FALSE,Margo,69,TRUE
155,"Ellison on occasion used the pseudonym Cordwainer to alert members of the public to situations in which he felt his creative contribution to a project had been mangled beyond repair by others, typically Hollywood producers or studios .",he,27,Ellison,1,TRUE,Cordwainer,40,FALSE
